Date,HomeTeam,AwayTeam,AVERAGE_ODD_WIN,AVERAGE_ODD_DRAW,AVERAGE_ODD_OPPONENT_WIN,RANKINGHOME,RANKING AWAY,LAST_GAME_RHOMETEAM,LAST_GAME_RAWAYTEAM,outcome_by_HOME
3/2/2018,Man United,Huddersfield,6.247,7.02,18.706,6,20,-1,-1,1
3/2/2018,West Brom,Southampton,6.736,3.088,3.007,10,8,-1,0,0
4/2/2018,Crystal Palace,Newcastle,6.365,3.188,3.824,14,20,0,0,2
4/2/2018,Liverpool,Tottenham,6.452,3.493,3.315,4,2,1,1,2
5/2/2018,Watford,Chelsea,9.331,4.234,2.085,17,1,0,-1,1
10/2/2018,Everton,Crystal Palace,6.513,3.099,3.339,7,14,-1,0,1
10/2/2018,Man City,Leicester,6.284,6.096,12.492,3,12,0,0,1
10/2/2018,Stoke,Brighton,6.571,3.072,3.483,13,20,-1,1,2
10/2/2018,Swansea,Burnley,6.741,2.935,3.238,15,16,0,0,1
10/2/2018,Tottenham,Arsenal,6.512,3.566,3.365,2,5,0,1,1
10/2/2018,West Ham,Watford,6.8,3.19,2.917,11,17,-1,1,1
11/2/2018,Huddersfield,Bournemouth,7.357,3.199,2.509,20,9,-1,1,1
11/2/2018,Newcastle,Man United,9.29,4.069,2.085,20,6,0,1,1
11/2/2018,Southampton,Liverpool,8.348,3.911,2.098,8,4,1,0,0
12/2/2018,Chelsea,West Brom,5.806,4.504,7.985,1,10,-1,-1,1
24/2/2018,Bournemouth,Newcastle,6.526,3.277,3.509,9,20,-1,1,2
24/2/2018,Brighton,Swansea,6.511,3.013,3.822,20,15,0,1,1
24/2/2018,Burnley,Southampton,7.063,3.063,2.766,16,8,-1,-1,2
24/2/2018,Leicester,Stoke,6.273,3.544,4.756,12,13,-1,0,2
24/2/2018,Liverpool,West Ham,6.292,6.119,12.026,4,11,1,1,1
24/2/2018,Watford,Everton,6.507,3.199,3.302,17,7,-1,1,1
24/2/2018,West Brom,Huddersfield,6.393,3.128,4.236,10,20,-1,1,0
25/2/2018,Crystal Palace,Tottenham,10.303,4.73,2.101,14,2,-1,1,0
25/2/2018,Man United,Chelsea,6.519,3.135,3.32,6,1,-1,1,1
1/3/2018,Arsenal,Man City,8.171,4.002,2.068,5,3,-1,1,0
3/3/2018,Burnley,Everton,6.473,3.01,3.161,16,7,0,-1,1
3/3/2018,Leicester,Bournemouth,6.155,3.486,4.066,12,9,0,0,2
3/3/2018,Liverpool,Newcastle,6.092,6.253,12.954,4,20,1,0,1
3/3/2018,Southampton,Stoke,6.072,3.452,4.805,8,13,0,0,2
3/3/2018,Swansea,West Ham,6.61,3.119,2.987,15,11,-1,-1,1
3/3/2018,Tottenham,Huddersfield,6.112,6.463,14.596,2,20,1,1,1
3/3/2018,Watford,West Brom,6.292,3.172,3.659,17,10,1,-1,1
4/3/2018,Brighton,Arsenal,7.866,3.771,2.15,20,5,1,-1,1
4/3/2018,Man City,Chelsea,6.01,3.87,5.302,3,1,1,-1,1
5/3/2018,Crystal Palace,Man United,9.777,4.394,2.112,14,6,-1,1,0
10/3/2018,Chelsea,Crystal Palace,6.183,5.1,10.229,1,14,-1,-1,1
10/3/2018,Everton,Brighton,6.562,3.071,3.6,7,20,-1,1,1
10/3/2018,Huddersfield,Swansea,6.676,3.039,3.126,20,15,-1,1,2
10/3/2018,Man United,Liverpool,6.972,3.26,2.746,6,4,1,1,1
10/3/2018,Newcastle,Southampton,7,3.115,2.791,20,8,-1,0,1
10/3/2018,West Brom,Leicester,7.176,3.195,2.62,10,12,-1,0,0
10/3/2018,West Ham,Burnley,6.515,3.08,3.44,11,16,-1,1,0
11/3/2018,Arsenal,Watford,6.317,4.262,6.345,5,17,-1,1,1
11/3/2018,Bournemouth,Tottenham,9.903,4.681,2.042,9,2,0,1,0
12/3/2018,Stoke,Man City,15.478,7.384,2.585,13,3,0,1,0
17/3/2018,Bournemouth,West Brom,6.577,3.348,4.334,9,10,-1,-1,1
17/3/2018,Huddersfield,Crystal Palace,7.307,3.115,2.711,20,14,0,-1,0
17/3/2018,Liverpool,Watford,6.56,6.658,14.091,4,17,-1,-1,1
17/3/2018,Stoke,Everton,6.872,3.163,3.035,13,7,-1,1,0
31/3/2018,Brighton,Leicester,6.883,3.134,2.734,20,12,-1,1,0
31/3/2018,Crystal Palace,Liverpool,10.021,4.705,2.042,14,4,1,1,0
31/3/2018,Everton,Man City,12.29,5.764,2.218,7,3,1,1,0
31/3/2018,Man United,Swansea,5.908,5.688,12.259,6,15,1,0,1
31/3/2018,Newcastle,Huddersfield,6.166,3.313,4.812,20,20,1,-1,1
31/3/2018,Watford,Bournemouth,6.564,3.273,3.056,17,9,-1,1,2
31/3/2018,West Brom,Burnley,6.754,3.002,2.979,10,16,-1,1,0
31/3/2018,West Ham,Southampton,6.946,3.182,2.661,11,8,-1,-1,1
1/4/2018,Arsenal,Stoke,6.091,5.125,9.047,5,13,1,-1,1
1/4/2018,Chelsea,Tottenham,6.589,3.22,3.048,1,2,1,1,0
7/4/2018,Bournemouth,Crystal Palace,7.028,3.291,2.918,9,14,0,-1,2
7/4/2018,Brighton,Huddersfield,6.563,3.25,4.539,20,20,-1,-1,2
7/4/2018,Everton,Liverpool,8.265,3.707,2.159,7,4,-1,1,2
7/4/2018,Leicester,Newcastle,6.646,3.302,3.944,12,20,1,1,0
7/4/2018,Man City,Man United,6.287,3.464,4.018,3,6,1,1,0
7/4/2018,Stoke,Tottenham,13.236,5.97,2.308,13,2,-1,1,0
7/4/2018,Watford,Burnley,6.899,3.081,3.267,17,16,0,1,0
7/4/2018,West Brom,Swansea,6.946,3.1,3.165,10,15,-1,-1,2
8/4/2018,Arsenal,Southampton,6.327,4.017,5.632,5,8,1,-1,1
8/4/2018,Chelsea,West Ham,6.45,5.301,10.502,1,11,-1,1,2
14/4/2018,Burnley,Leicester,7.15,3.099,2.886,16,12,1,-1,1
14/4/2018,Crystal Palace,Brighton,6.487,3.253,4.316,14,20,0,0,1
14/4/2018,Huddersfield,Watford,7.135,3.117,2.871,20,17,0,-1,1
14/4/2018,Liverpool,Bournemouth,6.158,5.959,11.338,4,9,0,0,1
14/4/2018,Southampton,Chelsea,8.49,3.742,2.146,8,1,-1,0,0
14/4/2018,Swansea,Everton,6.837,3.099,3.007,15,7,0,0,2
14/4/2018,Tottenham,Man City,7.183,3.434,2.664,2,3,1,-1,0
15/4/2018,Man United,West Brom,6.434,6.556,16.136,6,10,1,0,0
15/4/2018,Newcastle,Arsenal,7.539,3.533,2.349,20,5,1,1,1
16/4/2018,West Ham,Stoke,6.681,3.267,3.82,11,13,0,-1,2
17/4/2018,Brighton,Tottenham,10.124,4.524,2.085,20,2,-1,-1,2
18/4/2018,Bournemouth,Man United,9.123,4.007,2.086,9,6,-1,-1,0
19/4/2018,Burnley,Chelsea,8.445,3.585,2.19,16,1,1,1,0
19/4/2018,Leicester,Southampton,7.048,3.307,3.024,12,8,-1,-1,2
21/4/2018,Watford,Crystal Palace,7.481,3.283,2.585,17,14,-1,1,2
21/4/2018,West Brom,Liverpool,10.715,4.669,2.111,10,4,1,1,2
22/4/2018,Arsenal,West Ham,6.572,4.138,5.482,5,11,-1,0,1
22/4/2018,Man City,Swansea,6.882,7.875,19.389,3,15,1,0,1
22/4/2018,Stoke,Burnley,7.002,3.146,3.274,13,16,0,-1,2
23/4/2018,Everton,Newcastle,6.666,3.15,3.243,7,20,0,1,1
28/4/2018,Burnley,Brighton,6.923,3.053,3.548,16,20,0,0,2
28/4/2018,Crystal Palace,Leicester,6.844,3.31,3.576,14,12,0,0,1
28/4/2018,Huddersfield,Everton,7.091,3.007,3.005,20,7,1,1,0
28/4/2018,Liverpool,Stoke,6.522,5.081,9.046,4,13,0,0,2
28/4/2018,Newcastle,West Brom,6.684,3.309,4.354,20,10,-1,0,0
28/4/2018,Southampton,Bournemouth,6.629,3.64,4.667,8,9,0,-1,1
28/4/2018,Swansea,Chelsea,10.795,4.604,2.135,15,1,-1,1,0
29/4/2018,Man United,Arsenal,6.515,4.224,7.115,6,5,1,1,1
29/4/2018,West Ham,Man City,13.168,5.981,2.293,11,3,-1,1,0
30/4/2018,Tottenham,Watford,6.54,7.203,17.869,2,17,0,0,1
4/5/2018,Brighton,Man United,8.724,3.694,2.155,20,6,0,1,1
5/5/2018,Bournemouth,Swansea,6.885,3.369,3.398,9,15,-1,-1,1
5/5/2018,Everton,Southampton,7.337,3.227,2.641,7,8,1,1,2
5/5/2018,Leicester,West Ham,6.979,3.274,3.232,12,11,-1,-1,0
5/5/2018,Stoke,Crystal Palace,7.277,3.261,2.77,13,14,0,1,0
5/5/2018,Watford,Newcastle,7.05,3.202,3.105,17,20,-1,-1,1
5/5/2018,West Brom,Tottenham,11.619,5.185,2.114,10,2,1,1,1
6/5/2018,Arsenal,Burnley,6.425,3.89,5.954,5,16,-1,0,1
6/5/2018,Chelsea,Liverpool,6.98,3.375,3.166,1,4,1,0,1
6/5/2018,Man City,Huddersfield,7.255,10.446,24.96,3,20,1,-1,2
8/5/2018,Swansea,Southampton,7.463,3.208,2.57,15,8,-1,0,0
9/5/2018,Chelsea,Huddersfield,6.707,6.793,16.283,1,20,1,0,2
9/5/2018,Leicester,Arsenal,8.101,3.791,2.178,12,5,-1,1,1
9/5/2018,Man City,Brighton,6.946,8.541,20.631,3,20,0,1,1
9/5/2018,Tottenham,Newcastle,6.707,7.009,14.77,2,20,-1,-1,1
10/5/2018,West Ham,Man United,8.801,3.86,2.111,11,6,1,-1,2
13/5/2018,Burnley,Bournemouth,6.7,3.284,3.35,16,9,-1,1,0
13/5/2018,Crystal Palace,West Brom,6.445,3.555,4.411,14,10,1,1,1
13/5/2018,Huddersfield,Arsenal,9.464,4.481,2.047,20,5,0,-1,0
13/5/2018,Liverpool,Brighton,6.427,6.79,14.927,4,20,-1,-1,1
13/5/2018,Man United,Watford,6.334,4.892,8.208,6,17,0,1,1
13/5/2018,Newcastle,Chelsea,9.703,4.369,2.088,20,1,-1,0,1
13/5/2018,Southampton,Man City,11.237,5.25,2.094,8,3,1,1,0
13/5/2018,Swansea,Stoke,6.515,3.5,3.919,15,13,-1,-1,0
13/5/2018,Tottenham,Leicester,6.333,5.28,8.557,2,12,1,1,1
13/5/2018,West Ham,Everton,6.747,3.304,2.983,11,7,0,0,1
10/8/2018,Man United,Leicester,6.689,7.483,6.007,2,9,0,0,1
11/8/2018,Bournemouth,Cardiff,6.552,7.232,3.881,12,20,0,0,1
11/8/2018,Fulham,Crystal Palace,6.742,7.169,2.8,20,11,0,0,0
11/8/2018,Huddersfield,Chelsea,9.071,8.001,2.156,16,5,0,0,0
11/8/2018,Newcastle,Tottenham,7.552,7.373,2.266,10,3,0,0,0
11/8/2018,Watford,Brighton,6.69,6.894,3.15,14,15,0,0,1
11/8/2018,Wolves,Everton,6.568,6.868,3.043,20,8,0,0,2
12/8/2018,Arsenal,Man City,7.591,7.473,2.122,6,1,0,0,0
12/8/2018,Liverpool,West Ham,7.247,8.719,10.521,4,13,0,0,1
12/8/2018,Southampton,Burnley,6.547,7.054,4.295,17,7,0,0,2
18/8/2018,Cardiff,Newcastle,7.335,7.042,2.599,20,10,-1,-1,2
18/8/2018,Chelsea,Arsenal,6.744,7.605,3.799,5,6,1,-1,1
18/8/2018,Everton,Southampton,6.677,7.15,3.933,8,17,0,0,1
18/8/2018,Leicester,Wolves,6.8,7.304,3.433,9,20,-1,0,1
18/8/2018,Tottenham,Fulham,7.417,9.088,9.057,3,20,1,-1,1
18/8/2018,West Ham,Bournemouth,6.805,7.49,3.269,13,12,-1,1,0
19/8/2018,Brighton,Man United,8.837,7.775,2.215,15,2,-1,1,1
19/8/2018,Burnley,Watford,7.059,6.939,3.165,7,14,0,1,0
19/8/2018,Man City,Huddersfield,10.092,13.385,24.249,1,16,1,-1,1
20/8/2018,Crystal Palace,Liverpool,9.88,8.742,2.068,11,4,1,1,0
25/8/2018,Arsenal,West Ham,7.075,7.951,6.853,6,13,-1,-1,1
25/8/2018,Bournemouth,Everton,7.032,7.32,2.598,12,8,1,1,2
25/8/2018,Huddersfield,Cardiff,6.906,6.918,3.337,16,20,-1,0,2
25/8/2018,Liverpool,Brighton,8.498,10.375,15.628,4,15,1,1,1
25/8/2018,Southampton,Leicester,6.935,7.179,3.003,17,9,-1,1,0
25/8/2018,Wolves,Man City,12.8,10.527,2.383,20,1,-1,1,2
26/8/2018,Fulham,Burnley,6.574,6.883,3.753,20,7,-1,-1,1
26/8/2018,Newcastle,Chelsea,8.912,8.163,2.112,10,5,0,1,0
26/8/2018,Watford,Crystal Palace,7.127,7.199,2.816,14,11,1,-1,1
27/8/2018,Man United,Tottenham,7.138,7.355,2.747,2,3,-1,1,0
1/9/2018,Brighton,Fulham,6.527,7.024,3.118,15,20,-1,1,2
1/9/2018,Chelsea,Bournemouth,7.065,8.506,8.244,5,12,1,0,1
1/9/2018,Crystal Palace,Southampton,6.335,6.821,3.719,11,17,-1,-1,0
1/9/2018,Everton,Huddersfield,6.478,7.281,6.118,8,16,0,0,2
1/9/2018,Leicester,Liverpool,9.81,8.775,2.143,9,4,1,1,0
1/9/2018,Man City,Newcastle,9.058,11.451,20.177,1,10,0,-1,1
1/9/2018,West Ham,Wolves,6.767,7.203,2.733,13,20,-1,0,0
2/9/2018,Burnley,Man United,8.73,7.649,2.192,7,2,-1,-1,0
2/9/2018,Cardiff,Arsenal,8.96,8.06,2.105,20,6,0,1,0
2/9/2018,Watford,Tottenham,8.534,7.915,2.068,14,3,1,1,1
15/9/2018,Bournemouth,Leicester,6.713,7.222,2.83,12,9,-1,-1,1
15/9/2018,Chelsea,Cardiff,8.045,9.932,14.082,5,20,1,-1,1
15/9/2018,Huddersfield,Crystal Palace,7.269,7.055,2.559,16,11,0,-1,0
15/9/2018,Man City,Fulham,8.837,11.556,17.822,1,20,1,0,1
15/9/2018,Newcastle,Arsenal,7.717,7.512,2.139,10,6,-1,1,0
15/9/2018,Tottenham,Liverpool,7.047,7.315,2.339,3,4,-1,1,0
15/9/2018,Watford,Man United,7.917,7.655,2.196,14,2,1,1,0
16/9/2018,Everton,West Ham,6.567,7.209,3.338,8,13,0,-1,0
16/9/2018,Wolves,Burnley,6.574,7.132,4.704,20,7,1,-1,1
17/9/2018,Southampton,Brighton,6.475,6.85,3.5,17,15,1,0,2
22/9/2018,Brighton,Tottenham,8.34,7.943,2.101,15,3,0,-1,0
22/9/2018,Burnley,Bournemouth,7.075,7.314,2.547,7,12,-1,1,1
22/9/2018,Cardiff,Man City,18.155,12.199,3.197,20,1,-1,1,0
22/9/2018,Crystal Palace,Newcastle,6.7,7.241,3.363,11,10,1,-1,2
22/9/2018,Fulham,Watford,6.873,7.339,2.724,20,14,-1,-1,2
22/9/2018,Leicester,Huddersfield,6.734,7.573,5.359,9,16,-1,-1,1
22/9/2018,Liverpool,Southampton,7.937,9.239,13.072,4,17,1,0,1
22/9/2018,Man United,Wolves,6.713,7.782,5.268,2,20,1,1,2
23/9/2018,Arsenal,Everton,6.661,7.375,5.689,6,8,1,-1,1
23/9/2018,West Ham,Chelsea,9.002,8.37,2.04,13,5,1,1,2
29/9/2018,Arsenal,Watford,6.764,7.508,5.565,6,14,1,0,1
29/9/2018,Chelsea,Liverpool,7.063,7.323,2.46,5,4,0,1,2
29/9/2018,Everton,Fulham,6.429,7.356,3.944,8,20,-1,0,1
29/9/2018,Huddersfield,Tottenham,10.314,8.79,2.202,16,3,-1,1,0
29/9/2018,Man City,Brighton,9.806,12.777,23.594,1,15,1,-1,1
29/9/2018,Newcastle,Leicester,6.913,7.212,2.822,10,9,0,1,0
29/9/2018,West Ham,Man United,7.924,7.686,2.143,13,2,0,0,1
29/9/2018,Wolves,Southampton,6.681,7.336,4.203,20,17,0,-1,1
30/9/2018,Cardiff,Burnley,6.913,6.945,2.996,20,7,-1,1,0
1/10/2018,Bournemouth,Crystal Palace,6.641,7.22,3.007,12,11,-1,0,1
5/10/2018,Brighton,West Ham,6.507,6.783,2.725,15,13,-1,1,1
6/10/2018,Burnley,Huddersfield,6.28,6.445,3.778,7,16,1,-1,2
6/10/2018,Crystal Palace,Wolves,6.537,6.639,2.632,11,20,-1,1,0
6/10/2018,Leicester,Everton,6.173,6.734,3.166,9,8,1,1,0
6/10/2018,Man United,Newcastle,6.419,7.557,6.585,2,10,-1,-1,1
6/10/2018,Tottenham,Cardiff,7.187,8.804,11.095,3,20,1,-1,1
6/10/2018,Watford,Bournemouth,6.266,6.947,3.139,14,12,-1,1,0
7/10/2018,Fulham,Arsenal,7.746,7.202,2.005,20,6,-1,1,0
7/10/2018,Liverpool,Man City,6.338,6.743,2.644,4,1,0,1,2
7/10/2018,Southampton,Chelsea,8.557,7.766,2.113,17,5,-1,0,0
20/10/2018,Bournemouth,Southampton,6.449,7.087,3.347,12,17,1,-1,2
20/10/2018,Cardiff,Fulham,6.741,7.121,2.766,20,20,-1,-1,1
20/10/2018,Chelsea,Man United,6.443,7.22,4.32,5,2,1,1,2
20/10/2018,Huddersfield,Liverpool,12.49,9.618,2.484,16,4,0,0,0
20/10/2018,Man City,Burnley,10.161,13.009,24.35,1,7,0,0,1
20/10/2018,Newcastle,Brighton,6.506,6.664,3.464,10,15,-1,1,0
20/10/2018,West Ham,Tottenham,7.488,7.375,2.121,13,3,-1,1,0
20/10/2018,Wolves,Watford,6.429,7.093,4.537,20,14,1,-1,0
21/10/2018,Everton,Crystal Palace,6.426,7.032,4.01,8,11,1,-1,1
22/10/2018,Arsenal,Leicester,6.497,6.881,5.199,6,9,1,-1,1
27/10/2018,Brighton,Wolves,7.033,6.622,2.56,15,20,1,-1,1
27/10/2018,Fulham,Bournemouth,6.849,6.905,2.381,20,12,-1,0,0
27/10/2018,Leicester,West Ham,6.481,6.737,3.335,9,13,-1,-1,2
27/10/2018,Liverpool,Cardiff,9.235,12.028,20.785,4,20,1,1,1
27/10/2018,Southampton,Newcastle,6.492,6.616,3.497,17,10,0,-1,2
27/10/2018,Watford,Huddersfield,6.439,6.854,4.48,14,16,1,-1,1
28/10/2018,Burnley,Chelsea,11.666,8.999,2.397,7,5,-1,0,0
28/10/2018,Crystal Palace,Arsenal,7.932,7.381,2.049,11,6,-1,1,2
28/10/2018,Man United,Everton,6.419,6.998,4.366,2,8,0,1,1
29/10/2018,Tottenham,Man City,7.974,7.309,2.052,3,1,1,1,0
3/11/2018,Arsenal,Liverpool,7.248,7.278,2.179,6,4,0,1,2
3/11/2018,Bournemouth,Man United,7.281,7.214,2.233,12,2,1,1,0
3/11/2018,Cardiff,Leicester,7.338,7.049,2.347,20,9,-1,0,0
3/11/2018,Everton,Brighton,6.518,7.285,5.302,8,15,-1,1,1
3/11/2018,Newcastle,Watford,6.754,6.856,2.736,10,14,0,1,1
3/11/2018,West Ham,Burnley,6.448,7.105,4.4,13,7,0,-1,1
3/11/2018,Wolves,Tottenham,6.949,6.558,2.469,20,3,-1,-1,0
4/11/2018,Chelsea,Crystal Palace,7.15,8.518,9.343,5,11,1,0,1
4/11/2018,Man City,Southampton,8.907,11.51,21.032,1,17,1,0,1
5/11/2018,Huddersfield,Fulham,6.325,6.724,3.031,16,20,-1,-1,1
10/11/2018,Cardiff,Brighton,6.578,6.55,2.948,20,15,-1,-1,1
10/11/2018,Crystal Palace,Tottenham,7.861,7.406,2.127,11,3,-1,1,0
10/11/2018,Huddersfield,West Ham,7.144,6.955,2.449,16,13,1,1,2
10/11/2018,Leicester,Burnley,6.595,7.552,5.971,9,7,1,-1,2
10/11/2018,Newcastle,Bournemouth,6.819,6.977,2.576,10,12,1,-1,1
10/11/2018,Southampton,Watford,6.632,6.894,2.875,17,14,-1,-1,2
11/11/2018,Arsenal,Wolves,6.437,7.334,4.645,6,20,0,-1,2
11/11/2018,Chelsea,Everton,6.643,7.588,6.36,5,8,1,1,2
11/11/2018,Liverpool,Fulham,9.046,11.79,19.835,4,20,0,-1,1
11/11/2018,Man City,Man United,6.693,7.728,6.547,1,2,1,1,1
24/11/2018,Brighton,Leicester,6.843,6.887,2.665,15,9,-1,0,2
24/11/2018,Everton,Cardiff,6.689,7.893,6.772,8,20,0,1,1
24/11/2018,Fulham,Southampton,6.711,7.007,2.668,20,17,-1,0,1
24/11/2018,Man United,Crystal Palace,6.71,7.981,6.819,2,11,-1,-1,2
24/11/2018,Tottenham,Chelsea,6.817,7.055,2.508,3,5,1,0,1
24/11/2018,Watford,Liverpool,8.967,8.105,2.09,14,4,0,1,0
24/11/2018,West Ham,Man City,12.777,10.114,2.438,13,1,0,1,0
25/11/2018,Bournemouth,Arsenal,7.298,7.041,2.141,12,6,-1,0,0
25/11/2018,Wolves,Huddersfield,6.629,7.407,6.52,20,16,0,0,0
26/11/2018,Burnley,Newcastle,6.827,6.693,2.714,7,10,0,1,0
30/11/2018,Cardiff,Wolves,7.315,6.88,2.42,20,20,-1,-1,1
1/12/2018,Crystal Palace,Burnley,6.499,7.096,5.292,11,7,0,-1,1
1/12/2018,Huddersfield,Brighton,6.625,6.435,3.22,16,15,1,0,0
1/12/2018,Leicester,Watford,6.535,6.755,3.172,9,14,0,-1,1
1/12/2018,Man City,Bournemouth,8.797,11.645,18.506,1,12,1,-1,1
1/12/2018,Newcastle,West Ham,6.636,6.765,2.907,10,13,1,-1,0
1/12/2018,Southampton,Man United,7.686,7.195,2.199,17,2,-1,0,2
2/12/2018,Arsenal,Tottenham,6.71,6.777,2.564,6,3,1,1,1
2/12/2018,Chelsea,Fulham,7.77,9.664,12.986,5,20,-1,1,1
2/12/2018,Liverpool,Everton,6.717,7.847,6.988,4,8,1,1,1
4/12/2018,Bournemouth,Huddersfield,6.457,7.05,4.741,12,16,-1,-1,1
4/12/2018,Brighton,Crystal Palace,6.865,6.566,2.729,15,11,1,1,1
4/12/2018,Watford,Man City,12.072,9.547,2.318,14,1,-1,1,0
4/12/2018,West Ham,Cardiff,6.224,6.991,4.823,13,20,1,1,1
5/12/2018,Burnley,Liverpool,13.15,9.843,2.492,7,4,-1,1,0
5/12/2018,Everton,Newcastle,6.515,7.138,5.478,8,10,-1,-1,2
5/12/2018,Fulham,Leicester,6.928,6.959,2.426,20,9,-1,1,2
5/12/2018,Man United,Arsenal,6.602,6.929,2.754,2,6,0,1,2
5/12/2018,Tottenham,Southampton,6.765,7.982,7.372,3,17,-1,0,1
5/12/2018,Wolves,Chelsea,8.105,7.393,2.137,20,5,-1,1,1
8/12/2018,Arsenal,Huddersfield,7.082,8.368,9.421,6,16,0,-1,1
8/12/2018,Bournemouth,Liverpool,8.774,7.628,2.05,12,4,1,1,0
8/12/2018,Burnley,Brighton,6.824,6.579,2.747,7,15,-1,1,1
8/12/2018,Cardiff,Southampton,6.845,6.775,2.624,20,17,-1,-1,1
8/12/2018,Chelsea,Man City,7.527,7.29,2.146,5,1,-1,1,1
8/12/2018,Leicester,Tottenham,7.448,7.161,2.206,9,3,0,1,0
8/12/2018,Man United,Fulham,6.837,8.266,7.645,2,20,0,0,1
8/12/2018,West Ham,Crystal Palace,6.531,6.808,3.1,13,11,1,-1,1
9/12/2018,Newcastle,Wolves,6.849,6.596,2.692,10,20,0,1,0
10/12/2018,Everton,Watford,6.421,7.065,4.23,8,14,0,-1,2
15/12/2018,Crystal Palace,Leicester,6.483,6.567,2.872,11,9,-1,-1,1
15/12/2018,Fulham,West Ham,6.667,6.917,2.405,20,13,-1,1,0
15/12/2018,Huddersfield,Newcastle,6.485,6.385,2.987,16,10,-1,-1,0
15/12/2018,Man City,Everton,7.145,9.036,10.679,1,8,-1,0,1
15/12/2018,Tottenham,Burnley,7.643,9.538,13.948,3,7,1,1,1
15/12/2018,Watford,Cardiff,6.255,7.033,4.971,14,20,0,1,1
15/12/2018,Wolves,Bournemouth,6,6.776,3.627,20,12,1,-1,1
16/12/2018,Brighton,Chelsea,9.571,8.092,2.195,15,5,-1,1,0
16/12/2018,Liverpool,Man United,6.292,7.383,5.22,4,2,1,1,1
16/12/2018,Southampton,Arsenal,7.32,7.134,2.113,17,6,-1,1,1
21/12/2018,Wolves,Liverpool,9.036,7.724,2.2,20,4,1,1,0
22/12/2018,Arsenal,Burnley,7.162,8.954,11.339,6,7,-1,-1,1
22/12/2018,Bournemouth,Brighton,6.206,6.825,3.809,12,15,-1,-1,1
22/12/2018,Cardiff,Man United,8.737,7.737,2.127,20,2,-1,-1,0
22/12/2018,Chelsea,Leicester,6.718,8.095,8.502,5,9,1,-1,0
22/12/2018,Huddersfield,Southampton,6.73,6.574,2.64,16,17,-1,1,0
22/12/2018,Man City,Crystal Palace,8.169,10.835,16.552,1,11,1,1,0
22/12/2018,Newcastle,Fulham,6.213,6.802,3.558,10,20,1,-1,2
22/12/2018,West Ham,Watford,6.23,6.689,2.877,13,14,1,1,0
23/12/2018,Everton,Tottenham,6.828,6.762,2.351,8,3,-1,1,0
26/12/2018,Brighton,Arsenal,8.217,7.53,2.104,15,6,-1,1,2
26/12/2018,Burnley,Everton,7.698,7.128,2.218,7,8,-1,-1,0
26/12/2018,Crystal Palace,Cardiff,6.353,7.16,4.826,11,20,1,-1,2
26/12/2018,Fulham,Wolves,6.947,6.858,2.444,20,20,0,-1,2
26/12/2018,Leicester,Man City,11.013,8.927,2.256,9,1,1,-1,1
26/12/2018,Liverpool,Newcastle,7.996,10.482,14.688,4,10,1,0,1
26/12/2018,Man United,Huddersfield,7.299,8.952,11.441,2,16,1,-1,1
26/12/2018,Tottenham,Bournemouth,6.703,8.203,7.558,3,12,1,1,1
26/12/2018,Watford,Chelsea,8.095,7.487,2.104,14,5,1,-1,0
27/12/2018,Southampton,West Ham,6.42,6.895,2.994,17,13,1,-1,0
29/12/2018,Brighton,Everton,7.084,6.94,2.333,15,8,0,1,1
29/12/2018,Fulham,Huddersfield,6.348,6.614,3.601,20,16,0,-1,1
29/12/2018,Leicester,Cardiff,6.41,7.319,5.224,9,20,1,0,0
29/12/2018,Liverpool,Arsenal,6.439,7.74,5.272,4,6,1,0,1
29/12/2018,Tottenham,Wolves,6.707,7.92,7.592,3,20,1,0,0
29/12/2018,Watford,Newcastle,6.309,6.971,4.046,14,10,-1,-1,2
30/12/2018,Burnley,West Ham,6.883,6.851,2.342,7,13,-1,1,1
30/12/2018,Crystal Palace,Chelsea,8.114,7.503,2.11,11,5,0,1,0
30/12/2018,Man United,Bournemouth,6.676,8.15,7.475,2,12,1,-1,1
30/12/2018,Southampton,Man City,11.327,9.301,2.283,17,1,-1,-1,0
1/1/2019,Arsenal,Fulham,6.606,8.222,7.491,6,20,-1,1,1
1/1/2019,Cardiff,Tottenham,9.454,8.053,2.123,20,3,1,-1,0
1/1/2019,Everton,Leicester,6.241,6.727,3.553,8,9,-1,-1,0
2/1/2019,Bournemouth,Watford,6.467,6.839,2.644,12,14,-1,0,2
2/1/2019,Chelsea,Southampton,6.934,8.598,9.244,5,17,1,-1,2
2/1/2019,Huddersfield,Burnley,6.265,6.378,3.656,16,7,-1,1,0
2/1/2019,Newcastle,Man United,8.668,7.689,2.066,10,2,0,1,0
2/1/2019,West Ham,Brighton,6.203,6.834,3.59,13,15,-1,1,2
2/1/2019,Wolves,Crystal Palace,6.24,6.533,3.734,20,11,1,-1,0
3/1/2019,Man City,Liverpool,6.252,6.984,3.126,1,4,1,1,1
12/1/2019,Brighton,Liverpool,11.533,9.56,2.362,15,4,0,-1,0
12/1/2019,Burnley,Fulham,6.581,6.964,3.047,7,20,1,-1,1
12/1/2019,Cardiff,Huddersfield,6.522,6.755,3.386,20,16,-1,-1,2
12/1/2019,Chelsea,Newcastle,7.518,9.381,11.664,5,10,0,-1,1
12/1/2019,Crystal Palace,Watford,6.521,7.023,3.178,11,14,1,0,0
12/1/2019,Leicester,Southampton,6.426,7.109,3.821,9,17,1,0,0
